ACCID;ACCUSERNAME;ACCPASSWORD;DATEOPEN;TOTALMONEY;DVT;CUSID;BranchID
A00000281;2121220806;Luca1986@P541LB8GL9;2021-11-20;242001499;VND;C00000339;BR0000021
A00000282;9785881387;Edward1997@W44PD3BFO1;2020-11-11;341333598;VND;C00000341;BR0000019
A00000283;5018581568;Joel1939@432ATXASEV;2018-12-23;803757692;VND;C00000343;BR0000014
A00000284;7221963699;Rose1983@PBV94ULWDR;2020-12-24;427946975;VND;C00000344;BR0000001
A00000285;1146219126;Victor1973@8797WQP35S;2021-08-23;154343207;VND;C00000345;BR0000004
A00000286;6174976254;Miguel1979@3GQULWQQZZ;2019-04-07;623330778;VND;C00000347;BR0000019
A00000287;5332870517;Laila1947@IBO2G4D0IM;2021-09-12;918568023;VND;C00000349;BR0000016
A00000288;5031275614;Brooklynn1945@Q3465WV9Q4;2018-08-28;864883735;VND;C00000350;BR0000002
A00000289;2125844453;Malachi1993@Q66NWSLVBN;2018-02-21;95509004;VND;C00000351;BR0000021
A00000290;6172862678;King1960@L8446RMMM7;2018-01-01;28894089;VND;C00000352;BR0000019
A00000291;6760238105;Patrick1985@LDR1IURPFA;2019-07-01;209500062;VND;C00000353;BR0000010
A00000292;5716994951;Valerie1942@2Z7U979OE1;2021-11-07;34869252;VND;C00000354;BR0000036
A00000293;2125166720;Alina1999@WJMHINXS5K;2021-11-07;840419774;VND;C00000356;BR0000021
A00000294;6392910584;Reese1979@KHEE751FCC;2018-01-08;390590151;VND;C00000358;BR0000010
A00000295;4314336867;Alan1990@AJHFXO21K4;2020-08-19;770905771;VND;C00000359;BR0000017
A00000296;6652355225;Marcus1963@IQO3WUAVUL;2020-01-28;141992455;VND;C00000360;BR0000036
A00000297;8275981940;Elise1997@7NL58WNFXY;2021-03-14;748397521;VND;C00000361;BR0000007
A00000298;3082520678;Eliza1970@PGQ27FBUT5;2019-11-20;287202541;VND;C00000362;BR0000023
A00000299;3721986139;Alaina1962@F0D9HFHQEF;2019-05-11;495699654;VND;C00000364;BR0000001
A00000300;2120828941;Abraham1950@SW145LYDCE;2018-12-02;292119655;VND;C00000365;BR0000021
A00000301;7816199551;Leilani1983@QH2WI3D0JE;2019-09-12;145115646;VND;C00000367;BR0000019
A00000302;9059073508;Catherine1950@DICTQNUGVA;2020-07-11;20524004;VND;C00000369;BR0000010
A00000303;6171334675;Emerson1976@K6OSPHHFLE;2018-05-25;889068079;VND;C00000370;BR0000019
A00000304;1676381741;Colin1962@KFSZ8DF5VI;2018-08-25;668575584;VND;C00000371;BR0000044
A00000305;8977609350;Bradley1952@8YC43SDWM3;2018-05-09;774478074;VND;C00000372;BR0000034
A00000306;2500853063;Jeremy1956@1VIIDWSN6X;2020-05-31;355962502;VND;C00000373;BR0000009
A00000307;3786144740;Kyle1987@3LYYUIFWSI;2021-08-31;354021473;VND;C00000374;BR0000048
A00000308;5089066051;Cecilia1989@SCERHJK3C9;2018-06-08;924486309;VND;C00000375;BR0000019
A00000309;2278788752;Genevieve1993@BROYVS3FL1;2019-07-11;896562568;VND;C00000376;BR0000020
A00000311;7163277582;Graham1998@EKHIKOUU6B;2020-11-22;19085219;VND;C00000378;BR0000021
A00000312;3650812758;Grant1993@0AFD55955Y;2019-11-07;194790159;VND;C00000380;BR0000008
A00000313;5679021458;Harmony1997@RRQ8GHC451;2021-08-11;15914970;VND;C00000381;BR0000024
A00000314;9593394547;Vanessa1959@D2TTWGSA19;2019-12-14;669728181;VND;C00000383;BR0000050
A00000315;4286289845;Alejandro1968@QWR96R94DL;2019-01-02;713284286;VND;C00000385;BR0000047
A00000316;5208344763;Oscar2000@PCDPO0HAWV;2018-10-22;842754379;VND;C00000386;BR0000008
A00000317;9145898440;Jase1947@UDU9JPWCB5;2020-08-05;928916340;VND;C00000387;BR0000021
A00000318;9684077727;Adriana1970@5CF9LTH6DI;2021-06-25;235768733;VND;C00000388;BR0000017
A00000319;7021543232;Presley1994@3QAB58BCRE;2018-10-29;259024704;VND;C00000389;BR0000046
A00000320;2117714957;Rebecca1997@FIQTSD86NO;2021-09-11;208543722;VND;C00000390;BR0000046
A00000321;9186658581;Destiny1953@N5Z06J7GUA;2021-07-23;261767800;VND;C00000391;BR0000046
A00000322;9345320080;Hayden1970@OQHZPQGF5M;2018-06-04;466297099;VND;C00000392;BR0000007
A00000323;8583760830;Julianna1944@OS8K52PLYZ;2019-09-20;181742352;VND;C00000394;BR0000024
A00000324;2125698955;Aidan1940@XOZ6O1MCCR;2021-08-10;925862297;VND;C00000396;BR0000021
A00000325;5855973416;Tucker1950@WJO9U7ART7;2019-12-18;950275814;VND;C00000397;BR0000021
A00000326;5082874503;Michelle1945@QZKQFVS8NR;2018-12-27;626312187;VND;C00000398;BR0000019
A00000327;3919211998;Avery1972@6VLA45NYM5;2018-05-04;616146657;VND;C00000399;BR0000047
A00000328;2126771436;Amir1953@Q0EXXQ9SLW;2021-09-27;795220138;VND;C00000400;BR0000021
A00000329;8638265826;Brian1963@D4DSXEAZ37;2018-01-08;541545474;VND;C00000402;BR0000022
A00000330;4057716657;Arabella1993@VZZLUN2S6M;2019-12-10;246297634;VND;C00000403;BR0000031
A00000331;6175292738;Summer1954@J2UXEWAYJ8;2020-08-11;252461008;VND;C00000405;BR0000019
A00000332;3017211727;Matteo1997@PWDJT8CILM;2019-10-19;439430843;VND;C00000406;BR0000017
A00000333;4017255865;Callie1995@W1LPZWREKE;2019-09-29;615222713;VND;C00000407;BR0000024
A00000334;9471527466;Kaitlyn1998@57Z6LMLO2W;2020-04-11;137459056;VND;C00000408;BR0000023
A00000335;3386883943;Caden1945@QFRRJGSJQC;2020-12-15;990167814;VND;C00000409;BR0000007
A00000336;1602959647;Zayden1982@B6Q65VK3BZ;2021-11-05;981976439;VND;C00000410;BR0000008
A00000337;5459364133;Ryleigh1961@FYR7IJXC83;2021-04-17;123077716;VND;C00000411;BR0000004
A00000338;8058237338;Lila1992@SI46SMVQUI;2018-09-23;180704802;VND;C00000413;BR0000036
A00000339;4889775369;Daniela1967@FUTYQHWIZX;2018-12-08;428799169;VND;C00000414;BR0000029
A00000340;2123269187;Arya1952@8P27DTAKC7;2019-03-21;693010518;VND;C00000416;BR0000021
A00000341;1298024406;Maximus1986@SANVB4MJ2Z;2018-06-14;156244215;VND;C00000418;BR0000015
A00000342;3735228282;Alana1990@AQVZ2AHEQL;2020-05-03;472808641;VND;C00000419;BR0000041
A00000343;2017258235;Brady1998@78QVDU2M6T;2020-03-17;230004154;VND;C00000420;BR0000049
A00000344;5951275348;Kenneth1985@UQE87RSRCT;2021-04-18;301057174;VND;C00000421;BR0000001
A00000345;9789127413;Paul1966@7V22WJ9O76;2021-04-05;604188897;VND;C00000422;BR0000019
A00000346;7836686208;Jaden1977@K5XCVS7YM6;2018-08-11;902394873;VND;C00000423;BR0000042
A00000347;2129412971;Nicolas1967@XZEWLNBUIF;2019-05-11;303672408;VND;C00000424;BR0000021
A00000348;3445036694;Beau1968@NZLISQD001;2020-10-26;215474663;VND;C00000425;BR0000002
A00000349;8754066833;Dean1957@UVLUQ4IVH8;2021-02-28;957327237;VND;C00000426;BR0000003
A00000350;8730594558;Finley1939@QNHCK4N1BD;2020-12-18;990499492;VND;C00000428;BR0000046
A00000351;7163317512;Gabrielle2001@FOYLG2X2VI;2021-10-12;880222363;VND;C00000429;BR0000021
A00000352;6704676917;Jake1940@3Z8K1GKEB6;2021-08-24;119955039;VND;C00000430;BR0000016
A00000353;9643894727;Jessica1947@PG0SOW138B;2020-10-17;467749765;VND;C00000431;BR0000025
A00000354;6175670169;Charlie1972@Z15NOVRM0C;2020-03-29;293354724;VND;C00000432;BR0000019
A00000355;1330599668;Peter1975@XGVYJ43QRC;2019-09-13;559431438;VND;C00000433;BR0000008
A00000356;6775862576;Stephanie1963@24H0LGMJV3;2018-10-01;813429953;VND;C00000434;BR0000029
A00000357;9069807322;Xander1987@CA14OH3705;2018-12-30;115442216;VND;C00000435;BR0000026
A00000358;8228469860;Elliot1975@8DC54PNNN5;2019-12-24;271297082;VND;C00000436;BR0000033
A00000359;4665257248;Tessa1940@J2QOXKAKLA;2021-05-28;133299438;VND;C00000437;BR0000043
A00000360;3954350289;Finn1958@TOBLZIJBNS;2019-06-17;282640527;VND;C00000438;BR0000037
A00000361;4130792815;Makenzie1988@RDUYU5G39J;2019-11-20;579322104;VND;C00000439;BR0000019
A00000362;9544559367;Ana1990@DHE32R4NN8;2019-08-27;613382429;VND;C00000440;BR0000050
A00000363;2128264119;Derek1979@BKMKA24UCG;2020-07-02;286645467;VND;C00000441;BR0000021
A00000364;2124903508;Amaya1991@7XD7YXMUEH;2020-03-09;287155106;VND;C00000442;BR0000021
A00000365;5540747620;Alexandria1980@5R817LP58N;2021-06-06;337509857;VND;C00000444;BR0000007
A00000366;2126108847;Alivia1967@FOWX2VIDEK;2020-07-05;650481774;VND;C00000445;BR0000021
A00000367;7919673186;Elliott1966@1J97G6WD4U;2021-08-28;392027184;VND;C00000447;BR0000030
A00000368;3155523901;Nova1990@W9YV32W5KF;2018-07-18;279985395;VND;C00000448;BR0000021
A00000370;1855958511;Jax1973@149KKNDZ3A;2020-08-06;904366016;VND;C00000450;BR0000002
A00000371;7234184078;Jasper1999@L3Z9RAQJYU;2021-01-22;722537282;VND;C00000451;BR0000028
A00000372;9781998125;Anastasia1973@DREIW0PQNM;2020-06-09;882600847;VND;C00000452;BR0000019
A00000373;3836529655;Lorenzo1989@X6J82OMPYT;2021-02-18;430562393;VND;C00000453;BR0000024
A00000374;4144244747;Iris1969@0KHGA12ZF6;2019-03-08;766311566;VND;C00000454;BR0000024
A00000375;5027648294;Omar1940@M0G4KJ99TG;2018-04-05;525882650;VND;C00000455;BR0000017
A00000376;8648993917;Beckett1960@GJBFTUS2G5;2018-03-26;250714067;VND;C00000456;BR0000002
A00000377;2676166392;Rowan1970@Z5B7PM4XDF;2021-04-15;475313730;VND;C00000457;BR0000029
A00000378;9304381649;Gael1981@H7Q6PPS1UH;2019-02-13;588432242;VND;C00000458;BR0000017
A00000379;1532949111;Marley1987@QPY9U23TV5;2018-05-16;861008005;VND;C00000459;BR0000037
A00000381;5483409401;Fiona1990@VY09OLRWC7;2019-08-07;359778248;VND;C00000461;BR0000017
A00000382;9097337191;Corbin1990@T2OKQYW5RZ;2021-06-20;183610552;VND;C00000462;BR0000020
A00000383;6493949463;Waylon1964@YLL8O6PJWY;2019-07-11;102406885;VND;C00000463;BR0000024
A00000384;6478331347;Angela1979@NB76ENZGC8;2021-05-17;500125692;VND;C00000464;BR0000025
A00000385;5161949203;Myles1972@2SMVSGGJ0E;2021-11-09;768130871;VND;C00000465;BR0000006
A00000386;2123996077;Giselle1967@91YCMRR8QK;2019-03-23;855994535;VND;C00000466;BR0000021
A00000387;7383979746;Jorge1979@JAIUL3O67S;2020-02-23;438920145;VND;C00000468;BR0000003
A00000388;6173077001;Kate1990@0YZWCIFSXS;2021-02-04;821099436;VND;C00000469;BR0000019
A00000389;6551041841;Alayna1974@E0P1S14F6G;2021-01-12;398654321;VND;C00000470;BR0000039
A00000390;2487790717;Javier1997@S9J74L2GDC;2021-02-16;443273739;VND;C00000471;BR0000014
A00000391;3959863749;Zion2001@KVOQJFHXLN;2018-12-29;211066317;VND;C00000472;BR0000017
A00000392;2128643548;Lola1959@JALWDA8L8N;2020-06-05;675965051;VND;C00000473;BR0000021
A00000393;5706938068;Andres1969@RIXW3LQGIA;2018-04-13;704891690;VND;C00000474;BR0000029
A00000395;2127944478;Lucia1967@AW1U2E4PA4;2020-02-22;379762332;VND;C00000476;BR0000021
A00000396;7789569336;Paxton1998@WUTNXWWX60;2020-03-01;680851157;VND;C00000478;BR0000045
A00000397;6714466566;Emiliano1967@X98B6CCX3K;2019-05-09;530210661;VND;C00000479;BR0000043
A00000398;9787183993;Brooks1947@K14TBOQC1F;2019-05-23;117759222;VND;C00000481;BR0000019
A00000399;2124516206;Zane1964@YHJE10T7OY;2019-12-21;894313364;VND;C00000483;BR0000021
A00000400;3225194555;Teagan1979@7FNL1590ZE;2019-12-06;950480455;VND;C00000484;BR0000015
A00000401;6275635950;Simon1998@95CKZ993H7;2019-01-02;552944647;VND;C00000485;BR0000037
A00000402;4787493447;Judah1964@IKRUZ94C4F;2020-06-20;124318908;VND;C00000486;BR0000017
A00000403;2124571985;Sienna1942@XZ6EIV2TF8;2019-08-11;322698914;VND;C00000487;BR0000021
A00000404;7529603642;Cody1960@WYJ75YYAI2;2019-11-24;707388227;VND;C00000489;BR0000008
A00000405;9784773144;Gunner1970@3UCKWN80FJ;2018-11-22;511489984;VND;C00000490;BR0000019
A00000406;8151853445;Dawson1986@7M5RM3BPCQ;2021-10-08;694552780;VND;C00000491;BR0000024
A00000407;2617206997;Israel1955@VZ4225FTNX;2020-05-10;62679032;VND;C00000492;BR0000003
A00000408;1822791817;Georgia1962@8DA2E1PSVM;2019-11-08;818641042;VND;C00000493;BR0000008
A00000409;2124356251;Rylan2000@RC0WOQQ9NU;2019-10-25;994577613;VND;C00000494;BR0000021
A00000410;5471980119;Hope1957@IO8MXYRJOK;2019-08-23;387364373;VND;C00000495;BR0000036
A00000411;2977011852;Cali1971@VH1X7MIY1D;2020-08-21;805245951;VND;C00000496;BR0000029
A00000412;7247060295;Gage1973@V9L2717OFR;2020-04-11;564786507;VND;C00000497;BR0000007
A00000413;9123173735;Izabella1955@3AI5HGAWTB;2019-09-19;862584892;VND;C00000499;BR0000049
A00000414;2120435065;Messiah1991@4RXMUH38OZ;2021-03-12;121997129;VND;C00000500;BR0000021
A00000415;1191144883;River1957@X0QJUDRYYH;2019-07-15;246538562;VND;C00000501;BR0000008
A00000416;7341156049;Kameron1939@KNN4ZKFM05;2018-01-08;733295747;VND;C00000502;BR0000018
A00000417;9574351122;Stephen1979@HYUNNZIWM7;2021-11-07;663022661;VND;C00000503;BR0000024
A00000418;2163361409;Francisco1999@4EQD89DVGH;2020-06-09;323348642;VND;C00000504;BR0000017
A00000419;2644101092;Clayton1997@ISF9H0EZ13;2020-01-07;293066862;VND;C00000505;BR0000032
A00000420;5850387241;Zander1966@3U5C73Y9LB;2019-08-30;475575327;VND;C00000506;BR0000021
A00000421;5855863733;Chance1974@5AB386DCRP;2020-08-18;742749218;VND;C00000507;BR0000021
A00000422;4071737652;Eduardo1991@L1WMPF1EPX;2019-12-03;710003379;VND;C00000508;BR0000024
A00000423;2759850803;Spencer2000@HFIDJ96FS2;2021-03-30;219813870;VND;C00000509;BR0000024
A00000424;1963872621;Lukas1996@XDYWOS8OWY;2021-04-24;474927631;VND;C00000510;BR0000028
A00000425;6171972688;Damien1979@QZJ6QNTAQ1;2021-06-12;180572315;VND;C00000511;BR0000019
A00000426;7818424510;Kinley1985@ETOJJC83FJ;2019-03-19;991524950;VND;C00000512;BR0000019
A00000427;4809632030;Daleyza1994@ICWFPDDSDC;2018-08-08;511141448;VND;C00000513;BR0000011
A00000428;2124818596;Conner1952@KT4YEVFTLA;2019-05-14;864310611;VND;C00000515;BR0000021
A00000429;5238652635;Travis1985@XG6A50DDVT;2021-02-18;404781010;VND;C00000517;BR0000024
A00000430;3034373114;Jayla1999@O8Y4YR5NCI;2020-01-05;53408824;VND;C00000518;BR0000001
A00000431;8075035468;Knox2000@ITGN8ASOXG;2019-03-09;273901725;VND;C00000519;BR0000049
A00000432;4293755152;Katelyn1967@HXM0A0Q7PY;2020-10-13;633541423;VND;C00000520;BR0000029
A00000433;9782772764;Raymond1995@360WQNQR5B;2019-07-31;196947078;VND;C00000521;BR0000019
A00000434;2129379000;Juliet1976@9ZTSDGONQA;2018-04-24;149933436;VND;C00000522;BR0000021
A00000435;2296515918;Peyton1942@QKC5QZ6JP1;2020-02-02;684400499;VND;C00000523;BR0000024
A00000436;9750927645;Maggie1983@SE507ME2VW;2021-03-15;791232870;VND;C00000524;BR0000039
A00000437;8277808950;Felix1984@0AGZO0A252;2021-01-13;876050655;VND;C00000526;BR0000005
A00000438;8114168245;Jayceon1997@0P3MYZEFIB;2018-10-15;543345896;VND;C00000528;BR0000042
A00000439;9782102726;Collin1998@6XD75SXA3X;2018-10-12;486194854;VND;C00000529;BR0000019
A00000440;5901349737;Delaney1977@3NETFV2EQ4;2019-06-10;273857897;VND;C00000530;BR0000027
A00000441;6562338903;Amari1996@CIF6WHP9BF;2019-11-26;589610885;VND;C00000531;BR0000001
A00000442;3123416553;Keira1961@53RASFMJE3;2020-01-03;788178464;VND;C00000533;BR0000001
A00000443;8124807540;Erick1977@BX8NZF0GMD;2018-02-26;188697907;VND;C00000534;BR0000007
A00000444;1276707548;Cash1957@HB5G4HK2SA;2019-03-16;555887153;VND;C00000535;BR0000048
A00000445;2380606532;Jaiden1959@5OFK6DCA0W;2019-08-26;950146525;VND;C00000536;BR0000046
A00000446;2126264188;Fernando1955@XP5S7M3KH7;2019-01-20;740395024;VND;C00000537;BR0000021
A00000447;6296877315;Camille1968@H3KM1JG4HD;2019-01-31;394206192;VND;C00000538;BR0000006
A00000449;7229125618;Cristian1941@M2RNUKOER2;2020-12-24;76444779;VND;C00000540;BR0000040
A00000450;6173825056;Mckenna1941@1JCMP6PAV0;2019-07-14;784230253;VND;C00000542;BR0000019
A00000451;4291134953;Aniyah1978@I92WQTYDKI;2018-11-04;804415824;VND;C00000543;BR0000043
A00000452;3970711073;Josue1968@VFYZZL6F0L;2018-10-25;985043758;VND;C00000544;BR0000024
A00000453;5857258251;Noelle1993@6KQPGE1G8M;2018-11-20;94621617;VND;C00000545;BR0000021
A00000454;1288840663;Keegan1973@5LLRYLDXY5;2019-08-09;899855236;VND;C00000546;BR0000010
A00000455;3568388356;Garrett1969@RUEGPW99XP;2020-03-16;143686716;VND;C00000547;BR0000001
A00000456;7163372086;Rhett1957@AXXXTJNM6B;2020-06-12;206808301;VND;C00000548;BR0000036
A00000458;3629755436;Ricardo1981@O03NTBLWRH;2018-06-16;181677224;VND;C00000550;BR0000010
A00000459;1754777991;Josie1996@HDMVT6S9RK;2018-01-25;592241183;VND;C00000551;BR0000046
A00000460;2122417729;Jennifer1954@ATWG3N7YXM;2019-03-23;254156090;VND;C00000552;BR0000021
A00000461;3149383383;Melissa1945@29C54F2BAW;2020-07-31;25577505;VND;C00000554;BR0000039
A00000462;5520276884;Seth1966@3ZUGHJRF39;2021-05-29;798176207;VND;C00000556;BR0000027
A00000463;4132098227;Andre1959@5JDLNWU4AQ;2021-03-10;876847459;VND;C00000557;BR0000019
A00000464;5952930717;Gabriela1940@JVBF0WLW4V;2019-10-05;137639747;VND;C00000558;BR0000005
A00000465;6231888766;Allie1992@BTTHDJHTGH;2021-11-25;559779688;VND;C00000559;BR0000037
A00000466;6170482829;Eloise1987@28DO8OPJMG;2019-01-14;740685855;VND;C00000560;BR0000019
A00000467;8435171583;Cassidy1982@ULGDOHEXNO;2019-04-05;338056068;VND;C00000561;BR0000007
A00000468;1136699431;Jacqueline1995@UQXGD88NN6;2020-12-12;777831693;VND;C00000562;BR0000036
A00000469;8122194766;Brynn1981@BV6PGTO8YC;2018-06-30;390242539;VND;C00000563;BR0000003
A00000470;7341997826;Sawyer1979@B25HI73FUO;2021-09-21;95697197;VND;C00000565;BR0000041
A00000471;4947549832;Evangeline1966@XL5N5O9SVX;2020-05-14;299557032;VND;C00000566;BR0000046
A00000472;9238923047;Jordan1980@Q9VLV24BJ8;2018-02-12;298314723;VND;C00000568;BR0000011
A00000473;9831174618;Donovan1982@R9XUGNEOPX;2021-06-20;980456880;VND;C00000569;BR0000024
A00000474;5083094284;Paris1961@7T67CXPHH3;2018-09-22;347577379;VND;C00000570;BR0000019
A00000475;6441293672;Manuel1944@QAX6O98AUA;2019-08-23;73945895;VND;C00000571;BR0000022
A00000476;9786938631;Mario1987@KHXCS70K9P;2020-02-03;149703963;VND;C00000573;BR0000019
A00000477;2122468248;Caiden1992@KE5KCCFUVV;2021-06-05;19283449;VND;C00000574;BR0000021
A00000478;5087370060;Adriel1990@XRIQ0C38DK;2020-08-02;636665523;VND;C00000575;BR0000019
A00000479;2126969766;Rosalie1983@7F5TX1T4F3;2018-03-18;491668031;VND;C00000577;BR0000021
A00000480;5875979479;Kali1997@LHN3LS2CEI;2019-08-08;352733902;VND;C00000578;BR0000030
A00000481;6309793498;Maci1953@8IM0ZPJAK0;2018-12-12;697887716;VND;C00000579;BR0000003
A00000483;6648100008;Gemma1969@S469LKWJ1H;2020-04-06;962621230;VND;C00000581;BR0000029
A00000484;2129089336;Kyler1970@8B1LRFSZ1Y;2021-08-15;422204079;VND;C00000582;BR0000021
A00000485;5853715009;Lilliana1985@Q7UGK6ISRF;2018-07-19;314916541;VND;C00000583;BR0000021
A00000486;6310226987;Raegan1996@FHN6H6A4WE;2020-10-27;293420675;VND;C00000584;BR0000051
A00000487;1176064863;Lena1962@DT4DZC07CS;2018-11-12;82224775;VND;C00000585;BR0000038
A00000488;8041480097;Adelaide1965@KQEB76CU7O;2019-02-26;318772912;VND;C00000587;BR0000002
A00000489;5084217456;Journey1980@OCEJW8KUXM;2018-11-07;242031611;VND;C00000588;BR0000019
A00000490;4813280761;Archer1981@SWRRLQ71YU;2021-10-06;44453616;VND;C00000589;BR0000047
A00000491;4273456256;Jeffrey1969@SLJHF59RGA;2021-06-08;407746558;VND;C00000590;BR0000014
A00000492;6174747395;Adelynn1994@TG0I8IBI84;2019-09-28;164442942;VND;C00000591;BR0000019
A00000493;2401136134;Holden1985@UVZJY75P0K;2019-08-25;694877221;VND;C00000592;BR0000048
A00000494;7819081105;Alessandra1974@UCTR84KQHO;2020-02-03;819751201;VND;C00000593;BR0000019
A00000496;9788949984;Arthur1968@U984SA8E2Q;2021-07-28;973861007;VND;C00000596;BR0000019
A00000497;9782747536;Karson1963@MMAPXEE9TD;2019-12-04;678059297;VND;C00000597;BR0000019
A00000498;2127532633;Rafael1990@PWT00Y481P;2019-05-16;198793680;VND;C00000598;BR0000021
A00000500;6172881260;Shane1986@MP0S3VHTA1;2019-08-17;910948943;VND;C00000601;BR0000019
A00000501;1404556553;Haley1986@OYYRVCATF9;2021-10-21;357029909;VND;C00000603;BR0000032
A00000502;2121821709;June1985@GJSSHWPPOD;2019-02-15;785990441;VND;C00000604;BR0000021
A00000503;2121925590;Harley1990@G3PJR64PGB;2018-01-07;119765906;VND;C00000605;BR0000021
A00000504;4262492203;Charlee1969@MXJI9H4SQ9;2020-12-25;803864320;VND;C00000606;BR0000012
A00000505;9263081992;Lane1984@KXWMFCUWQK;2020-12-02;24381138;VND;C00000607;BR0000041
A00000506;3011049521;Louis1992@66U83U9MPC;2020-08-10;840045870;VND;C00000608;BR0000024
A00000507;8098935086;Angelo1982@LZSSDAIVDZ;2018-10-29;965172231;VND;C00000609;BR0000024
A00000508;8373783496;Lucille1999@QB98ARWVGI;2021-09-28;831958213;VND;C00000610;BR0000007
A00000509;4931501553;Remington1972@8E5AGMCHC2;2019-06-06;975587735;VND;C00000611;BR0000017
A00000510;2121298682;Skyler1997@JDVIB28C4H;2021-11-08;720941420;VND;C00000613;BR0000021
A00000511;2107704531;Makenna1967@6CIC3VAVEI;2018-06-14;343437867;VND;C00000614;BR0000020
A00000512;5632149433;Phoebe1969@DOUO52RSV5;2020-10-07;87825817;VND;C00000615;BR0000017
A00000513;5089055630;Troy1995@OJ9R7FNZSI;2019-10-31;905621488;VND;C00000616;BR0000019
A00000514;3660458568;Emerson1994@REDBXC5CR6;2021-09-28;63183444;VND;C00000617;BR0000029
A00000515;5080991022;Jane1952@CL4XYDO73G;2021-03-18;599891019;VND;C00000618;BR0000019
A00000516;7675656363;Maximiliano1940@D7SI1DX181;2018-04-16;514196199;VND;C00000619;BR0000018
A00000517;7903265177;Hector1959@JNNCGH4MSF;2021-03-23;357650054;VND;C00000621;BR0000001
A00000518;4688477192;Angel1951@G9QH85JUE3;2018-12-21;482554494;VND;C00000622;BR0000007
A00000519;8346044131;Emilio1945@OBSNN3U5F0;2018-08-17;940949031;VND;C00000623;BR0000025
A00000520;7817651330;Adrianna1998@EU5ROT3ZZJ;2018-01-17;999795371;VND;C00000625;BR0000019
A00000521;6173068896;Anderson2000@W3D3JQOE1Q;2019-06-03;726649305;VND;C00000626;BR0000019
A00000522;5714136564;Trevor1992@J3Z05TJ346;2020-02-21;485485012;VND;C00000627;BR0000004
A00000523;6871288380;Phoenix1996@QQIQ83EVUC;2018-12-24;827989618;VND;C00000629;BR0000009
A00000524;5082610624;Walter1972@J0BMZBXFCB;2020-08-30;403804369;VND;C00000630;BR0000019
A00000525;4377947824;Miriam1976@4JVUVM6QOF;2020-04-24;91636832;VND;C00000631;BR0000029
A00000526;8140306360;Johnathan1966@4GY0ENL5EJ;2019-03-10;839587863;VND;C00000632;BR0000024
A00000528;6594660126;Mariana1947@V0CSLSTQGC;2018-11-01;781886466;VND;C00000635;BR0000004
A00000529;2888136464;Danielle1990@AOX8TRGL8H;2018-10-12;212225933;VND;C00000637;BR0000016
A00000530;4196516687;Jenna1981@K9A1D8MF69;2018-02-04;469375779;VND;C00000638;BR0000001
A00000531;7569192481;Edwin1998@R1ME6QJE01;2020-04-02;616157118;VND;C00000639;BR0000035
A00000532;2382932742;Julius1999@7ORNH7FF55;2021-05-12;7992355;VND;C00000640;BR0000048
A00000533;6248068731;Shelby1982@QE09C0X6V2;2020-08-07;41374166;VND;C00000641;BR0000038
A00000534;2123349297;Nina1969@2E9J2SMTLS;2018-11-29;41955261;VND;C00000643;BR0000021
A00000535;7621294848;Madeleine1981@86T5XG0CLR;2020-07-28;605881896;VND;C00000644;BR0000023
A00000536;9555105845;Leon1945@EQ9EQCM4Q6;2020-11-24;547269287;VND;C00000645;BR0000020
A00000537;1076763132;Elliana1942@6DGR51MQXI;2018-11-14;513065124;VND;C00000646;BR0000034
